ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
1069	H¹o NguyÖt-Du Long §Þa KhÊt Trang	0;101;3085;1	2	4	12		1	30071		haoyuezhuangbei
1070	H¹o NguyÖt-V« Cùc Thiªn T«n Trang	0;101;3086;1	1	1	14		1	30071		haoyuezhuangbei
1071	H¹o NguyÖt-V« Cùc Thiªn T«n Trang	0;101;3087;1	1	2	14		1	30071		haoyuezhuangbei
1072	H¹o NguyÖt-V« Cùc Thiªn T«n Trang	0;101;3088;1	2	3	14		1	30071		haoyuezhuangbei
1073	H¹o NguyÖt-V« Cùc Thiªn T«n Trang	0;101;3089;1	2	4	14		1	30071		haoyuezhuangbei
1074	H¹o NguyÖt-BÝch L¹c Thiªn T«n Trang	0;101;3090;1	1	1	15		1	30071		haoyuezhuangbei
1075	H¹o NguyÖt-BÝch L¹c Thiªn T«n Trang	0;101;3091;1	1	2	15		1	30071		haoyuezhuangbei
1076	H¹o NguyÖt-BÝch L¹c Thiªn T«n Trang	0;101;3092;1	2	3	15		1	30071		haoyuezhuangbei
1077	H¹o NguyÖt-BÝch L¹c Thiªn T«n Trang	0;101;3093;1	2	4	15		1	30071		haoyuezhuangbei
1078	H¹o NguyÖt-C¶m Thiªn §Êu Hån Trang	0;101;3094;1	1	1	17		1	30071		haoyuezhuangbei
1079	H¹o NguyÖt-C¶m Thiªn §Êu Hån Trang	0;101;3095;1	1	2	17		1	30071		haoyuezhuangbei
1080	H¹o NguyÖt-C¶m Thiªn §Êu Hån Trang	0;101;3096;1	2	3	17		1	30071		haoyuezhuangbei
1081	H¹o NguyÖt-C¶m Thiªn §Êu Hån Trang	0;101;3097;1	2	4	17		1	30071		haoyuezhuangbei
1082	H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Trang	0;101;3098;1	1	1	18		1	30071		haoyuezhuangbei
1083	H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Trang	0;101;3099;1	1	2	18		1	30071		haoyuezhuangbei
1084	H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Trang	0;101;3100;1	2	3	18		1	30071		haoyuezhuangbei
1085	H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Trang	0;101;3101;1	2	4	18		1	30071		haoyuezhuangbei
1086	H¹o NguyÖt-Quû Xóc Tµ ThÇn Trang	0;101;3102;1	1	1	20		1	30071		haoyuezhuangbei
1087	H¹o NguyÖt-Quû Xóc Tµ ThÇn Trang	0;101;3103;1	1	2	20		1	30071		haoyuezhuangbei
1088	H¹o NguyÖt-Quû Xóc Tµ ThÇn Trang	0;101;3104;1	2	3	20		1	30071		haoyuezhuangbei
1089	H¹o NguyÖt-Quû Xóc Tµ ThÇn Trang	0;101;3105;1	2	4	20		1	30071		haoyuezhuangbei
1090	H¹o NguyÖt-Vu Cèt §éc V­¬ng Trang	0;101;3106;1	1	1	21		1	30071		haoyuezhuangbei
1091	H¹o NguyÖt-Vu Cèt §éc V­¬ng Trang	0;101;3107;1	1	2	21		1	30071		haoyuezhuangbei
1092	H¹o NguyÖt-Vu Cèt §éc V­¬ng Trang	0;101;3108;1	2	3	21		1	30071		haoyuezhuangbei
1093	H¹o NguyÖt-Vu Cèt §éc V­¬ng Trang	0;101;3109;1	2	4	21		1	30071		haoyuezhuangbei
1094	H¹o NguyÖt-BÊt §éng Ch©n Tiªn Trang	0;101;3110;1	1	1	23		1	30071		haoyuezhuangbei
1095	H¹o NguyÖt-BÊt §éng Ch©n Tiªn Trang	0;101;3111;1	1	2	23		1	30071		haoyuezhuangbei
1096	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn Trang	0;101;3112;1	1	1	25		1	30071		haoyuezhuangbei
1097	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn Trang	0;101;3113;1	1	2	25		1	30071		haoyuezhuangbei
1098	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn Trang	0;101;3114;1	2	3	25		1	30071		haoyuezhuangbei
1099	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn Trang	0;101;3115;1	2	4	25		1	30071		haoyuezhuangbei
1100	H¹o NguyÖt-Cöu Thiªn Quû Phï Trang	0;101;3116;1	1	1	26		1	30071		haoyuezhuangbei
1101	H¹o NguyÖt-Cöu Thiªn Quû Phï Trang	0;101;3117;1	1	2	26		1	30071		haoyuezhuangbei
1102	H¹o NguyÖt-Cöu Thiªn Quû Phï Trang	0;101;3118;1	2	3	26		1	30071		haoyuezhuangbei
1103	H¹o NguyÖt-Cöu Thiªn Quû Phï Trang	0;101;3119;1	2	4	26		1	30071		haoyuezhuangbei
1104	H¹o NguyÖt-Ma ¶nh ThÇn T«ng Trang	0;101;3120;1	1	1	27		1	30071		haoyuezhuangbei
1105	H¹o NguyÖt-Ma ¶nh ThÇn T«ng Trang	0;101;3121;1	1	2	27		1	30071		haoyuezhuangbei
1106	H¹o NguyÖt-Ma ¶nh ThÇn T«ng Trang	0;101;3122;1	2	3	27		1	30071		haoyuezhuangbei
1107	H¹o NguyÖt-Ma ¶nh ThÇn T«ng Trang	0;101;3123;1	2	4	27		1	30071		haoyuezhuangbei
1108	H¹o NguyÖt-Tª V©n Tiªn Tö QuÇn	0;101;3124;1	2	3	29		1	30071		haoyuezhuangbei
1109	H¹o NguyÖt-Tª V©n Tiªn Tö QuÇn	0;101;3125;1	2	4	29		1	30071		haoyuezhuangbei
1110	H¹o NguyÖt-Phi H¹ Tiªn Tö 	0;101;3126;1	2	3	30		1	30071		haoyuezhuangbei
1111	H¹o NguyÖt-Phi H¹ Tiªn Tö 	0;101;3127;1	2	4	30		1	30071		haoyuezhuangbei
1112	H¹o NguyÖt-¤ L©n B¶o Giíi	0;102;3175;1					1	30072		haoyuezhuangbei
1113	H¹o NguyÖt-Tö Giao Ngäc Béi	0;102;3177;1					1	30072		haoyuezhuangbei
1114	H¹o NguyÖt-V©n Hæ LÖnh	0;102;3179;1					1	30072		haoyuezhuangbei
1115	H¹o NguyÖt-XÝch T­íc Hoµn	0;102;3181;1					1	30072		haoyuezhuangbei
1116	H¹o NguyÖt-BÝch Quy Liªn	0;102;3183;1					1	30072		haoyuezhuangbei
1117	H¹o NguyÖt-§é N¹n T«n Gi¶ PhËt §ao	0;3;8972;1			2		1	30073		haoyuezhuangbei
1118	H¹o NguyÖt-§é KiÕp T«n Gi¶ PhËt Thñ	0;0;8973;1			4		1	30073		haoyuezhuangbei
1119	H¹o NguyÖt-§é ¸ch T«n Gi¶ PhËt Tr­îng	0;8;8974;1			3		1	30073		haoyuezhuangbei
1120	H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Tr©m	0;1;8975;1			6		1	30073		haoyuezhuangbei
1121	H¹o NguyÖt-PhËt V©n Th¸nh C« Liªn KiÕm	0;2;8976;1			8		1	30073		haoyuezhuangbei
1122	H¹o NguyÖt-PhËt TrÇn Th¸nh C« CÇm	0;10;8977;1			9		1	30073		haoyuezhuangbei
1123	H¹o NguyÖt-Trôc Phông Thiªn C¸i Thñ	0;0;8978;1			11		1	30073		haoyuezhuangbei
1124	H¹o NguyÖt-Du Long §Þa KhÊt C«n	0;5;8979;1			12		1	30073		haoyuezhuangbei
1125	H¹o NguyÖt-V« Cùc Thiªn T«n Tóc KiÕm	0;2;8980;1			14		1	30073		haoyuezhuangbei
1126	H¹o NguyÖt-BÝch L¹c Thiªn T«n Bót	0;9;8981;1			15		1	30073		haoyuezhuangbei
1127	H¹o NguyÖt-C¶m Thiªn §Êu Hån Th­¬ng	0;6;8982;1			17		1	30073		haoyuezhuangbei
1128	H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Cung	0;4;8983;1			18		1	30073		haoyuezhuangbei
1129	H¹o NguyÖt-Quû Xóc Tµ ThÇn §ao	0;7;8984;1			20		1	30073		haoyuezhuangbei
1130	H¹o NguyÖt-Vu Cèt §éc V­¬ng Tr¶o	0;11;8985;1			21		1	30073		haoyuezhuangbei
1131	H¹o NguyÖt-BÊt §éng Ch©n Tiªn KiÕm	0;2;8986;1			23		1	30073		haoyuezhuangbei
1132	H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn §ao	0;3;8987;1			25		1	30073		haoyuezhuangbei
1133	H¹o NguyÖt-Cöu Thiªn Quû Phï Bót	0;9;8988;1			26		1	30073		haoyuezhuangbei
1134	H¹o NguyÖt-Ma ¶nh ThÇn T«ng Tr¶o	0;11;8989;1			27		1	30073		haoyuezhuangbei
1135	H¹o NguyÖt-Tª V©n Tiªn Tö PhiÕn	0;13;8990;1			29		1	30073		haoyuezhuangbei
1136	H¹o NguyÖt-Phi H¹ Tiªn Tö ¦u Lan Tiªu	0;12;8991;1			30		1	30073		haoyuezhuangbei
1138	DiÖu D­¬ng-§é N¹n T«n Gi¶ M·o	0;103;3128;1	1	1	2		1	30000;30121;556;560;564;568;30447		yaoyang_capclothshoe
1139	DiÖu D­¬ng-§é N¹n T«n Gi¶ M·o	0;103;3129;1	1	2	2		1	30000;30121;557;561;565;569;30448		yaoyang_capclothshoe
1140	DiÖu D­¬ng-§é KiÕp T«n Gi¶ M·o	0;103;3130;1	1	1	4		1	30000;30121;556;560;564;568;30449		yaoyang_capclothshoe
1141	DiÖu D­¬ng-§é KiÕp T«n Gi¶ M·o	0;103;3131;1	1	2	4		1	30000;30121;557;561;565;569;30450		yaoyang_capclothshoe
1142	DiÖu D­¬ng-§é ¸ch T«n Gi¶ M·o	0;103;3132;1	1	1	3		1	30000;30121;556;560;564;568;30451		yaoyang_capclothshoe
1143	DiÖu D­¬ng-§é ¸ch T«n Gi¶ M·o	0;103;3133;1	1	2	3		1	30000;30121;557;561;565;569;30452		yaoyang_capclothshoe
1144	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Qu¸n	0;103;3134;1	1	1	6		1	30000;30121;556;560;564;568;30453		yaoyang_capclothshoe
1145	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Qu¸n	0;103;3135;1	1	2	6		1	30000;30121;557;561;565;569;30454		yaoyang_capclothshoe
1146	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Qu¸n	0;103;3136;1	2	3	6		1	30000;30121;558;562;566;570;30455		yaoyang_capclothshoe
1147	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Qu¸n	0;103;3137;1	2	4	6		1	30000;30121;559;563;567;571;30456		yaoyang_capclothshoe
1148	DiÖu D­¬ng-PhËt V©n Th¸nh C« Tr©m	0;103;3138;1	2	3	8		1	30000;30121;558;562;566;570;30457		yaoyang_capclothshoe
1149	DiÖu D­¬ng-PhËt V©n Th¸nh C« Tr©m	0;103;3139;1	2	4	8		1	30000;30121;559;563;567;571;30458		yaoyang_capclothshoe
1150	DiÖu D­¬ng-PhËt TrÇn Th¸nh C« Tr©m	0;103;3140;1	2	3	9		1	30000;30121;558;562;566;570;30459		yaoyang_capclothshoe
1151	DiÖu D­¬ng-PhËt TrÇn Th¸nh C« Tr©m	0;103;3141;1	2	4	9		1	30000;30121;559;563;567;571;30460		yaoyang_capclothshoe
1152	DiÖu D­¬ng-Trôc Phông Thiªn C¸i C©n	0;103;3142;1	1	1	11		1	30000;30121;556;560;564;568;30461		yaoyang_capclothshoe
1153	DiÖu D­¬ng-Trôc Phông Thiªn C¸i C©n	0;103;3143;1	1	2	11		1	30000;30121;557;561;565;569;30462		yaoyang_capclothshoe
1154	DiÖu D­¬ng-Trôc Phông Thiªn C¸i C©n	0;103;3144;1	2	3	11		1	30000;30121;558;562;566;570;30463		yaoyang_capclothshoe
1155	DiÖu D­¬ng-Trôc Phông Thiªn C¸i C©n	0;103;3145;1	2	4	11		1	30000;30121;559;563;567;571;30464		yaoyang_capclothshoe
1156	DiÖu D­¬ng-Du Long §Þa KhÊt C©n	0;103;3146;1	1	1	12		1	30000;30121;556;560;564;568;30465		yaoyang_capclothshoe
1157	DiÖu D­¬ng-Du Long §Þa KhÊt C©n	0;103;3147;1	1	2	12		1	30000;30121;557;561;565;569;30466		yaoyang_capclothshoe
1158	DiÖu D­¬ng-Du Long §Þa KhÊt C©n	0;103;3148;1	2	3	12		1	30000;30121;558;562;566;570;30467		yaoyang_capclothshoe
1159	DiÖu D­¬ng-Du Long §Þa KhÊt C©n	0;103;3149;1	2	4	12		1	30000;30121;559;563;567;571;30468		yaoyang_capclothshoe
1160	DiÖu D­¬ng-V« Cùc Thiªn T«n Qu¸n	0;103;3150;1	1	1	14		1	30000;30121;556;560;564;568;30469		yaoyang_capclothshoe
1161	DiÖu D­¬ng-V« Cùc Thiªn T«n Qu¸n	0;103;3151;1	1	2	14		1	30000;30121;557;561;565;569;30470		yaoyang_capclothshoe
1162	DiÖu D­¬ng-V« Cùc Thiªn T«n Qu¸n	0;103;3152;1	2	3	14		1	30000;30121;558;562;566;570;30471		yaoyang_capclothshoe
1163	DiÖu D­¬ng-V« Cùc Thiªn T«n Qu¸n	0;103;3153;1	2	4	14		1	30000;30121;559;563;567;571;30472		yaoyang_capclothshoe
1164	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Qu¸n	0;103;3154;1	1	1	15		1	30000;30121;556;560;564;568;30473		yaoyang_capclothshoe
1165	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Qu¸n	0;103;3155;1	1	2	15		1	30000;30121;557;561;565;569;30474		yaoyang_capclothshoe
1166	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Qu¸n	0;103;3156;1	2	3	15		1	30000;30121;558;562;566;570;30475		yaoyang_capclothshoe
1167	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Qu¸n	0;103;3157;1	2	4	15		1	30000;30121;559;563;567;571;30476		yaoyang_capclothshoe
1168	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Kh«i	0;103;3158;1	1	1	17		1	30000;30121;556;560;564;568;30477		yaoyang_capclothshoe
1169	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Kh«i	0;103;3159;1	1	2	17		1	30000;30121;557;561;565;569;30478		yaoyang_capclothshoe
1170	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Kh«i	0;103;3160;1	2	3	17		1	30000;30121;558;562;566;570;30479		yaoyang_capclothshoe
1171	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Kh«i	0;103;3161;1	2	4	17		1	30000;30121;559;563;567;571;30480		yaoyang_capclothshoe
1172	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Kh«i	0;103;3162;1	1	1	18		1	30000;30121;556;560;564;568;30481		yaoyang_capclothshoe
1173	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Kh«i	0;103;3163;1	1	2	18		1	30000;30121;557;561;565;569;30482		yaoyang_capclothshoe
1174	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Kh«i	0;103;3164;1	2	3	18		1	30000;30121;558;562;566;570;30483		yaoyang_capclothshoe
1175	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Kh«i	0;103;3165;1	2	4	18		1	30000;30121;559;563;567;571;30484		yaoyang_capclothshoe
1176	DiÖu D­¬ng-Quû Xóc Tµ ThÇn C©n	0;103;3166;1	1	1	20		1	30000;30121;556;560;564;568;30485		yaoyang_capclothshoe
1177	DiÖu D­¬ng-Quû Xóc Tµ ThÇn C©n	0;103;3167;1	1	2	20		1	30000;30121;557;561;565;569;30486		yaoyang_capclothshoe
1178	DiÖu D­¬ng-Quû Xóc Tµ ThÇn C©n	0;103;3168;1	2	3	20		1	30000;30121;558;562;566;570;30487		yaoyang_capclothshoe
1179	DiÖu D­¬ng-Quû Xóc Tµ ThÇn C©n	0;103;3169;1	2	4	20		1	30000;30121;559;563;567;571;30488		yaoyang_capclothshoe
1180	DiÖu D­¬ng-Vu Cèt §éc V­¬ng C©n	0;103;3170;1	1	1	21		1	30000;30121;556;560;564;568;30489		yaoyang_capclothshoe
1181	DiÖu D­¬ng-Vu Cèt §éc V­¬ng C©n	0;103;3171;1	1	2	21		1	30000;30121;557;561;565;569;30490		yaoyang_capclothshoe
1182	DiÖu D­¬ng-Vu Cèt §éc V­¬ng C©n	0;103;3172;1	2	3	21		1	30000;30121;558;562;566;570;30491		yaoyang_capclothshoe
1183	DiÖu D­¬ng-Vu Cèt §éc V­¬ng C©n	0;103;3173;1	2	4	21		1	30000;30121;559;563;567;571;30492		yaoyang_capclothshoe
1184	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn Qu¸n	0;103;3174;1	1	1	23		1	30000;30121;556;560;564;568;30493		yaoyang_capclothshoe
1185	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn Qu¸n	0;103;3175;1	1	2	23		1	30000;30121;557;561;565;569;30494		yaoyang_capclothshoe
1186	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn C©n	0;103;3176;1	1	1	25		1	30000;30121;556;560;564;568;		yaoyang_capclothshoe
1187	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn C©n	0;103;3177;1	1	2	25		1	30000;30121;557;561;565;569;		yaoyang_capclothshoe
1188	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn C©n	0;103;3178;1	2	3	25		1	30000;30121;558;562;566;570;		yaoyang_capclothshoe
1189	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn C©n	0;103;3179;1	2	4	25		1	30000;30121;559;563;567;571;		yaoyang_capclothshoe
1190	DiÖu D­¬ng-Cöu Thiªn Quû Phï Qu¸n	0;103;3180;1	1	1	26		1	30000;30121;556;560;564;568;		yaoyang_capclothshoe
1191	DiÖu D­¬ng-Cöu Thiªn Quû Phï Qu¸n	0;103;3181;1	1	2	26		1	30000;30121;557;561;565;569;		yaoyang_capclothshoe
1192	DiÖu D­¬ng-Cöu Thiªn Quû Phï Qu¸n	0;103;3182;1	2	3	26		1	30000;30121;558;562;566;570;		yaoyang_capclothshoe
1193	DiÖu D­¬ng-Cöu Thiªn Quû Phï Qu¸n	0;103;3183;1	2	4	26		1	30000;30121;559;563;567;571;		yaoyang_capclothshoe
1194	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng Qu¸n	0;103;3184;1	1	1	27		1	30000;30121;556;560;564;568;		yaoyang_capclothshoe
1195	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng Qu¸n	0;103;3185;1	1	2	27		1	30000;30121;557;561;565;569;		yaoyang_capclothshoe
1196	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng Qu¸n	0;103;3186;1	2	3	27		1	30000;30121;558;562;566;570;		yaoyang_capclothshoe
1197	DiÖu D­¬ng-Ma ¶nh ThÇn T«ng Qu¸n	0;103;3187;1	2	4	27		1	30000;30121;559;563;567;571;		yaoyang_capclothshoe
1198	DiÖu D­¬ng-Tª V©n Tiªn Tö Tr©m	0;103;3188;1	2	3	29		1	30000;30121;558;562;566;570;30495		yaoyang_capclothshoe
1199	DiÖu D­¬ng-Tª V©n Tiªn Tö Tr©m	0;103;3189;1	2	4	29		1	30000;30121;559;563;567;571;30496		yaoyang_capclothshoe
1200	DiÖu D­¬ng-Phi H¹ Tiªn Tö Tr©m	0;103;3190;1	2	3	30		1	30000;30121;558;562;566;570;30497		yaoyang_capclothshoe
1201	DiÖu D­¬ng-Phi H¹ Tiªn Tö Tr©m	0;103;3191;1	2	4	30		1	30000;30121;559;563;567;571;30498		yaoyang_capclothshoe
1202	DiÖu D­¬ng-§é N¹n T«n Gi¶ Bµo	0;100;3128;1	1	1	2		1	30000;30122;572;576;580;584;30499		yaoyang_capclothshoe
1203	DiÖu D­¬ng-§é N¹n T«n Gi¶ Bµo	0;100;3129;1	1	2	2		1	30000;30122;573;577;581;585;30500		yaoyang_capclothshoe
1204	DiÖu D­¬ng-§é KiÕp T«n Gi¶ Bµo	0;100;3130;1	1	1	4		1	30000;30122;572;576;580;584;30501		yaoyang_capclothshoe
1205	DiÖu D­¬ng-§é KiÕp T«n Gi¶ Bµo	0;100;3131;1	1	2	4		1	30000;30122;573;577;581;585;30502		yaoyang_capclothshoe
1206	DiÖu D­¬ng-§é ¸ch T«n Gi¶ Bµo	0;100;3132;1	1	1	3		1	30000;30122;572;576;580;584;30503		yaoyang_capclothshoe
1207	DiÖu D­¬ng-§é ¸ch T«n Gi¶ Bµo	0;100;3133;1	1	2	3		1	30000;30122;573;577;581;585;30504		yaoyang_capclothshoe
1208	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Y	0;100;3134;1	1	1	6		1	30000;30122;572;576;580;584;30505		yaoyang_capclothshoe
1209	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Y	0;100;3135;1	1	2	6		1	30000;30122;573;577;581;585;30506		yaoyang_capclothshoe
1210	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Y	0;100;3136;1	2	3	6		1	30000;30122;574;578;582;586;30507		yaoyang_capclothshoe
1211	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Y	0;100;3137;1	2	4	6		1	30000;30122;575;579;583;587;30508		yaoyang_capclothshoe
1212	DiÖu D­¬ng-PhËt V©n Th¸nh C« Y	0;100;3138;1	2	3	8		1	30000;30122;574;578;582;586;30509		yaoyang_capclothshoe
1213	DiÖu D­¬ng-PhËt V©n Th¸nh C« Y	0;100;3139;1	2	4	8		1	30000;30122;575;579;583;587;30510		yaoyang_capclothshoe
1214	DiÖu D­¬ng-PhËt TrÇn Th¸nh C« Y	0;100;3140;1	2	3	9		1	30000;30122;574;578;582;586;30511		yaoyang_capclothshoe
1215	DiÖu D­¬ng-PhËt TrÇn Th¸nh C« Y	0;100;3141;1	2	4	9		1	30000;30122;575;579;583;587;30512		yaoyang_capclothshoe
1216	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Y	0;100;3142;1	1	1	11		1	30000;30122;572;576;580;584;30513		yaoyang_capclothshoe
1217	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Y	0;100;3143;1	1	2	11		1	30000;30122;573;577;581;585;30514		yaoyang_capclothshoe
1218	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Y	0;100;3144;1	2	3	11		1	30000;30122;574;578;582;586;30515		yaoyang_capclothshoe
1219	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Y	0;100;3145;1	2	4	11		1	30000;30122;575;579;583;587;30516		yaoyang_capclothshoe
1220	DiÖu D­¬ng-Du Long §Þa KhÊt Y	0;100;3146;1	1	1	12		1	30000;30122;572;576;580;584;30517		yaoyang_capclothshoe
1221	DiÖu D­¬ng-Du Long §Þa KhÊt Y	0;100;3147;1	1	2	12		1	30000;30122;573;577;581;585;30518		yaoyang_capclothshoe
1222	DiÖu D­¬ng-Du Long §Þa KhÊt Y	0;100;3148;1	2	3	12		1	30000;30122;574;578;582;586;30519		yaoyang_capclothshoe
1223	DiÖu D­¬ng-Du Long §Þa KhÊt Y	0;100;3149;1	2	4	12		1	30000;30122;575;579;583;587;30520		yaoyang_capclothshoe
1224	DiÖu D­¬ng-V« Cùc Thiªn T«n Bµo	0;100;3150;1	1	1	14		1	30000;30122;572;576;580;584;30521		yaoyang_capclothshoe
1225	DiÖu D­¬ng-V« Cùc Thiªn T«n Bµo	0;100;3151;1	1	2	14		1	30000;30122;573;577;581;585;30522		yaoyang_capclothshoe
1226	DiÖu D­¬ng-V« Cùc Thiªn T«n Bµo	0;100;3152;1	2	3	14		1	30000;30122;574;578;582;586;30523		yaoyang_capclothshoe
1227	DiÖu D­¬ng-V« Cùc Thiªn T«n Bµo	0;100;3153;1	2	4	14		1	30000;30122;575;579;583;587;30524		yaoyang_capclothshoe
1228	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Bµo	0;100;3154;1	1	1	15		1	30000;30122;572;576;580;584;30525		yaoyang_capclothshoe
1229	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Bµo	0;100;3155;1	1	2	15		1	30000;30122;573;577;581;585;30526		yaoyang_capclothshoe
1230	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Bµo	0;100;3156;1	2	3	15		1	30000;30122;574;578;582;586;30527		yaoyang_capclothshoe
1231	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Bµo	0;100;3157;1	2	4	15		1	30000;30122;575;579;583;587;30528		yaoyang_capclothshoe
1232	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Gi¸p	0;100;3158;1	1	1	17		1	30000;30122;572;576;580;584;30529		yaoyang_capclothshoe
1233	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Gi¸p	0;100;3159;1	1	2	17		1	30000;30122;573;577;581;585;30530		yaoyang_capclothshoe
1234	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Gi¸p	0;100;3160;1	2	3	17		1	30000;30122;574;578;582;586;30531		yaoyang_capclothshoe
1235	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Gi¸p	0;100;3161;1	2	4	17		1	30000;30122;575;579;583;587;30532		yaoyang_capclothshoe
1236	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Gi¸p	0;100;3162;1	1	1	18		1	30000;30122;572;576;580;584;30533		yaoyang_capclothshoe
1237	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Gi¸p	0;100;3163;1	1	2	18		1	30000;30122;573;577;581;585;30534		yaoyang_capclothshoe
1238	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Gi¸p	0;100;3164;1	2	3	18		1	30000;30122;574;578;582;586;30535		yaoyang_capclothshoe
1239	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Gi¸p	0;100;3165;1	2	4	18		1	30000;30122;575;579;583;587;30536		yaoyang_capclothshoe
1240	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3166;1	1	1	20		1	30000;30122;572;576;580;584;30537		yaoyang_capclothshoe
1241	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3167;1	1	2	20		1	30000;30122;573;577;581;585;30538		yaoyang_capclothshoe
1242	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3168;1	2	3	20		1	30000;30122;574;578;582;586;30539		yaoyang_capclothshoe
1243	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3169;1	2	4	20		1	30000;30122;575;579;583;587;30540		yaoyang_capclothshoe
1244	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0;100;3170;1	1	1	21		1	30000;30122;572;576;580;584;30541		yaoyang_capclothshoe
1245	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0;100;3171;1	1	2	21		1	30000;30122;573;577;581;585;30542		yaoyang_capclothshoe
1246	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0;100;3172;1	2	3	21		1	30000;30122;574;578;582;586;30543		yaoyang_capclothshoe
1247	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0;100;3173;1	2	4	21		1	30000;30122;575;579;583;587;30544		yaoyang_capclothshoe
1248	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn Bµo	0;100;3174;1	1	1	23		1	30000;30122;572;576;580;584;30545		yaoyang_capclothshoe
1249	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn Bµo	0;100;3175;1	1	2	23		1	30000;30122;573;577;581;585;30546		yaoyang_capclothshoe
1250	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn Y	0;100;3176;1	1	1	25		1	30000;30122;572;576;580;584;		yaoyang_capclothshoe
1251	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn Y	0;100;3177;1	1	2	25		1	30000;30122;573;577;581;585;		yaoyang_capclothshoe
1252	DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn Y	0;100;3178;1	2	3	25		1	30000;30122;574;578;582;586;		yaoyang_capclothshoe
